,coords.x1,coords.x2,row,col,hash,xdim_scale,ydim_scale
1,-29.36818306,-631.1408888,1,1,RT_1453,2282,1383
2,-28.31998869,-600.6009961,2,1,RT_1469,2282,1383
3,-27.27179433,-570.0611034,3,1,RT_1485,2282,1383
4,-26.22359996,-539.5212107,4,1,RT_1501,2282,1383
5,-25.1754056,-508.9813181,5,1,RT_1517,2282,1383
6,-24.12721123,-478.4414254,6,1,RT_1533,2282,1383
7,-23.07901687,-447.9015327,7,1,RT_1455,2282,1383
8,-22.0308225,-417.36164,8,1,RT_1471,2282,1383
9,-20.98262814,-386.8217473,9,1,RT_1487,2282,1383
10,-19.93443377,-356.2818546,10,1,RT_1503,2282,1383
11,-18.88623941,-325.741962,11,1,RT_1519,2282,1383
12,-17.83804504,-295.2020693,12,1,RT_1535,2282,1383
13,-16.78985068,-264.6621766,13,1,RT_1353,2282,1383
14,-15.74165631,-234.1222839,14,1,RT_1369,2282,1383
15,-14.69346195,-203.5823912,15,1,RT_1385,2282,1383
16,-13.64526758,-173.0424985,16,1,RT_1401,2282,1383
17,-12.59707322,-142.5026059,17,1,RT_1417,2282,1383
18,-11.54887885,-111.9627132,18,1,RT_1433,2282,1383
19,-10.50068449,-81.4228205,19,1,RT_1355,2282,1383
20,-9.452490124,-50.88292782,20,1,RT_1371,2282,1383
21,-8.40429576,-20.34303514,21,1,RT_1387,2282,1383
22,-7.356101395,10.19685755,22,1,RT_1645,2282,1383
23,-6.30790703,40.73675023,23,1,RT_1661,2282,1383
24,-5.259712665,71.27664291,24,1,RT_1677,2282,1383
25,-4.2115183,101.8165356,25,1,RT_1693,2282,1383
26,-3.163323936,132.3564283,26,1,RT_1709,2282,1383
27,-2.115129571,162.896321,27,1,RT_1725,2282,1383
28,-1.066935206,193.4362136,28,1,RT_1647,2282,1383
29,-0.018740841,223.9761063,29,1,RT_1663,2282,1383
30,1.029453524,254.515999,30,1,RT_1679,2282,1383
31,2.077647888,285.0558917,31,1,RT_1695,2282,1383
32,3.125842253,315.5957844,32,1,RT_1711,2282,1383
33,4.174036618,346.1356771,33,1,RT_1727,2282,1383
34,5.222230983,376.6755697,34,1,RT_1545,2282,1383
35,6.270425348,407.2154624,35,1,RT_1561,2282,1383
36,7.318619713,437.7553551,36,1,RT_1577,2282,1383
37,8.366814077,468.2952478,37,1,RT_1593,2282,1383
38,9.415008442,498.8351405,38,1,RT_1609,2282,1383
39,10.46320281,529.3750332,39,1,RT_1625,2282,1383
40,11.51139717,559.9149258,40,1,RT_1547,2282,1383
41,12.55959154,590.4548185,41,1,RT_1563,2282,1383
42,13.6077859,620.9947112,42,1,RT_1579,2282,1383
43,14.65598027,651.5346039,43,1,RT_1452,2282,1383
44,15.70417463,682.0744966,44,1,RT_1468,2282,1383
45,16.752369,712.6143893,45,1,RT_1484,2282,1383
46,17.80056336,743.1542819,46,1,RT_1500,2282,1383
47,18.84875773,773.6941746,47,1,RT_1516,2282,1383
48,19.89695209,804.2340673,48,1,RT_1532,2282,1383
49,20.94514646,834.77396,49,1,RT_1454,2282,1383
50,21.99334082,865.3138527,50,1,RT_1470,2282,1383
51,23.04153518,895.8537453,51,1,RT_1486,2282,1383
52,24.08972955,926.393638,52,1,RT_1502,2282,1383
53,25.13792391,956.9335307,53,1,RT_1518,2282,1383
54,26.18611828,987.4734234,54,1,RT_1534,2282,1383
55,27.23431264,1018.013316,55,1,RT_1352,2282,1383
56,28.28250701,1048.553209,56,1,RT_1368,2282,1383
57,29.33070137,1079.093101,57,1,RT_1384,2282,1383
58,30.37889574,1109.632994,58,1,RT_1400,2282,1383
59,31.4270901,1140.172887,59,1,RT_1416,2282,1383
60,32.47528447,1170.712779,60,1,RT_1432,2282,1383
61,33.52347883,1201.252672,61,1,RT_1354,2282,1383
62,34.5716732,1231.792565,62,1,RT_1370,2282,1383
63,35.61986756,1262.332458,63,1,RT_1386,2282,1383
64,36.66806193,1292.87235,64,1,RT_1644,2282,1383
65,37.71625629,1323.412243,65,1,RT_1660,2282,1383
66,38.76445066,1353.952136,66,1,RT_1676,2282,1383
67,39.81264502,1384.492028,67,1,RT_1692,2282,1383
68,40.86083939,1415.031921,68,1,RT_1708,2282,1383
69,41.90903375,1445.571814,69,1,RT_1724,2282,1383
70,42.95722812,1476.111706,70,1,RT_1646,2282,1383
71,44.00542248,1506.651599,71,1,RT_1662,2282,1383
72,45.05361685,1537.191492,72,1,RT_1678,2282,1383
73,46.10181121,1567.731384,73,1,RT_1694,2282,1383
74,47.15000558,1598.271277,74,1,RT_1710,2282,1383
75,48.19819994,1628.81117,75,1,RT_1726,2282,1383
76,49.2463943,1659.351062,76,1,RT_1544,2282,1383
77,50.29458867,1689.890955,77,1,RT_1560,2282,1383
78,51.34278303,1720.430848,78,1,RT_1576,2282,1383
79,52.3909774,1750.97074,79,1,RT_1592,2282,1383
80,53.43917176,1781.510633,80,1,RT_1608,2282,1383
81,54.48736613,1812.050526,81,1,RT_1624,2282,1383
82,55.53556049,1842.590419,82,1,RT_1546,2282,1383
83,56.58375486,1873.130311,83,1,RT_1562,2282,1383
84,57.63194922,1903.670204,84,1,RT_1578,2282,1383
85,0.947859265,-632.138487,1,2,RT_1597,2282,1383
86,1.99605363,-601.5985943,2,2,RT_1613,2282,1383
87,3.044247995,-571.0587016,3,2,RT_1629,2282,1383
88,4.092442359,-540.5188089,4,2,RT_1551,2282,1383
89,5.140636724,-509.9789162,5,2,RT_1567,2282,1383
90,6.188831089,-479.4390235,6,2,RT_1583,2282,1383
91,7.237025454,-448.8991309,7,2,RT_1599,2282,1383
92,8.285219819,-418.3592382,8,2,RT_1615,2282,1383
93,9.333414183,-387.8193455,9,2,RT_1631,2282,1383
94,10.38160855,-357.2794528,10,2,RT_1449,2282,1383
95,11.42980291,-326.7395601,11,2,RT_1465,2282,1383
96,12.47799728,-296.1996674,12,2,RT_1481,2282,1383
97,13.52619164,-265.6597748,13,2,RT_1497,2282,1383
98,14.57438601,-235.1198821,14,2,RT_1513,2282,1383
99,15.62258037,-204.5799894,15,2,RT_1529,2282,1383
100,16.67077474,-174.0400967,16,2,RT_1451,2282,1383
101,17.7189691,-143.500204,17,2,RT_1467,2282,1383
102,18.76716347,-112.9603113,18,2,RT_1483,2282,1383
103,19.81535783,-82.42041866,19,2,RT_1499,2282,1383
104,20.8635522,-51.88052598,20,2,RT_1515,2282,1383
105,21.91174656,-21.3406333,21,2,RT_1531,2282,1383
106,22.95994093,9.199259386,22,2,RT_1405,2282,1383
107,24.00813529,39.73915207,23,2,RT_1421,2282,1383
108,25.05632966,70.27904475,24,2,RT_1437,2282,1383
109,26.10452402,100.8189374,25,2,RT_1359,2282,1383
110,27.15271839,131.3588301,26,2,RT_1375,2282,1383
111,28.20091275,161.8987228,27,2,RT_1391,2282,1383
112,29.24910711,192.4386155,28,2,RT_1407,2282,1383
113,30.29730148,222.9785082,29,2,RT_1423,2282,1383
114,31.34549584,253.5184008,30,2,RT_1439,2282,1383
115,32.39369021,284.0582935,31,2,RT_1641,2282,1383
116,33.44188457,314.5981862,32,2,RT_1657,2282,1383
117,34.49007894,345.1380789,33,2,RT_1673,2282,1383
118,35.5382733,375.6779716,34,2,RT_1689,2282,1383
119,36.58646767,406.2178643,35,2,RT_1705,2282,1383
120,37.63466203,436.7577569,36,2,RT_1721,2282,1383
121,38.6828564,467.2976496,37,2,RT_1643,2282,1383
122,39.73105076,497.8375423,38,2,RT_1659,2282,1383
123,40.77924513,528.377435,39,2,RT_1675,2282,1383
124,41.82743949,558.9173277,40,2,RT_1691,2282,1383
125,42.87563386,589.4572204,41,2,RT_1707,2282,1383
126,43.92382822,619.997113,42,2,RT_1723,2282,1383
127,44.97202259,650.5370057,43,2,RT_1596,2282,1383
128,46.02021695,681.0768984,44,2,RT_1612,2282,1383
129,47.06841132,711.6167911,45,2,RT_1628,2282,1383
130,48.11660568,742.1566838,46,2,RT_1550,2282,1383
131,49.16480005,772.6965765,47,2,RT_1566,2282,1383
132,50.21299441,803.2364691,48,2,RT_1582,2282,1383
133,51.26118878,833.7763618,49,2,RT_1598,2282,1383
134,52.30938314,864.3162545,50,2,RT_1614,2282,1383
135,53.35757751,894.8561472,51,2,RT_1630,2282,1383
136,54.40577187,925.3960399,52,2,RT_1448,2282,1383
137,55.45396624,955.9359326,53,2,RT_1464,2282,1383
138,56.5021606,986.4758252,54,2,RT_1480,2282,1383
139,57.55035496,1017.015718,55,2,RT_1496,2282,1383
140,58.59854933,1047.555611,56,2,RT_1512,2282,1383
141,59.64674369,1078.095503,57,2,RT_1528,2282,1383
142,60.69493806,1108.635396,58,2,RT_1450,2282,1383
143,61.74313242,1139.175289,59,2,RT_1466,2282,1383
144,62.79132679,1169.715181,60,2,RT_1482,2282,1383
145,63.83952115,1200.255074,61,2,RT_1498,2282,1383
146,64.88771552,1230.794967,62,2,RT_1514,2282,1383
147,65.93590988,1261.334859,63,2,RT_1530,2282,1383
148,66.98410425,1291.874752,64,2,RT_1404,2282,1383
149,68.03229861,1322.414645,65,2,RT_1420,2282,1383
150,69.08049298,1352.954537,66,2,RT_1436,2282,1383
151,70.12868734,1383.49443,67,2,RT_1358,2282,1383
152,71.17688171,1414.034323,68,2,RT_1374,2282,1383
153,72.22507607,1444.574215,69,2,RT_1390,2282,1383
154,73.27327044,1475.114108,70,2,RT_1406,2282,1383
155,74.3214648,1505.654001,71,2,RT_1422,2282,1383
156,75.36965917,1536.193894,72,2,RT_1438,2282,1383
157,76.41785353,1566.733786,73,2,RT_1640,2282,1383
158,77.4660479,1597.273679,74,2,RT_1656,2282,1383
159,78.51424226,1627.813572,75,2,RT_1672,2282,1383
160,79.56243663,1658.353464,76,2,RT_1688,2282,1383
161,80.61063099,1688.893357,77,2,RT_1704,2282,1383
162,81.65882536,1719.43325,78,2,RT_1720,2282,1383
163,82.70701972,1749.973142,79,2,RT_1642,2282,1383
164,83.75521409,1780.513035,80,2,RT_1658,2282,1383
165,84.80340845,1811.052928,81,2,RT_1674,2282,1383
166,85.85160281,1841.59282,82,2,RT_1690,2282,1383
167,86.89979718,1872.132713,83,2,RT_1706,2282,1383
168,87.94799154,1902.672606,84,2,RT_1722,2282,1383
169,31.26390159,-633.1360851,1,3,RT_1647,2282,1383
170,32.31209595,-602.5961924,2,3,RT_1663,2282,1383
171,33.36029032,-572.0562997,3,3,RT_1679,2282,1383
172,34.40848468,-541.5164071,4,3,RT_1695,2282,1383
173,35.45667905,-510.9765144,5,3,RT_1711,2282,1383
174,36.50487341,-480.4366217,6,3,RT_1727,2282,1383
175,37.55306777,-449.896729,7,3,RT_1545,2282,1383
176,38.60126214,-419.3568363,8,3,RT_1561,2282,1383
177,39.6494565,-388.8169437,9,3,RT_1577,2282,1383
178,40.69765087,-358.277051,10,3,RT_1593,2282,1383
179,41.74584523,-327.7371583,11,3,RT_1609,2282,1383
180,42.7940396,-297.1972656,12,3,RT_1625,2282,1383
181,43.84223396,-266.6573729,13,3,RT_1547,2282,1383
182,44.89042833,-236.1174802,14,3,RT_1563,2282,1383
183,45.93862269,-205.5775876,15,3,RT_1579,2282,1383
184,46.98681706,-175.0376949,16,3,RT_1595,2282,1383
185,48.03501142,-144.4978022,17,3,RT_1611,2282,1383
186,49.08320579,-113.9579095,18,3,RT_1627,2282,1383
187,50.13140015,-83.41801682,19,3,RT_1549,2282,1383
188,51.17959452,-52.87812414,20,3,RT_1565,2282,1383
189,52.22778888,-22.33823146,21,3,RT_1581,2282,1383
190,53.27598325,8.201661225,22,3,RT_1455,2282,1383
191,54.32417761,38.74155391,23,3,RT_1471,2282,1383
192,55.37237198,69.28144659,24,3,RT_1487,2282,1383
193,56.42056634,99.82133927,25,3,RT_1503,2282,1383
194,57.46876071,130.361232,26,3,RT_1519,2282,1383
195,58.51695507,160.9011246,27,3,RT_1535,2282,1383
196,59.56514944,191.4410173,28,3,RT_1353,2282,1383
197,60.6133438,221.98091,29,3,RT_1369,2282,1383
198,61.66153817,252.5208027,30,3,RT_1385,2282,1383
199,62.70973253,283.0606954,31,3,RT_1401,2282,1383
200,63.75792689,313.6005881,32,3,RT_1417,2282,1383
201,64.80612126,344.1404807,33,3,RT_1433,2282,1383
202,65.85431562,374.6803734,34,3,RT_1355,2282,1383
203,66.90250999,405.2202661,35,3,RT_1371,2282,1383
204,67.95070435,435.7601588,36,3,RT_1387,2282,1383
205,68.99889872,466.3000515,37,3,RT_1403,2282,1383
206,70.04709308,496.8399441,38,3,RT_1419,2282,1383
207,71.09528745,527.3798368,39,3,RT_1435,2282,1383
208,72.14348181,557.9197295,40,3,RT_1357,2282,1383
209,73.19167618,588.4596222,41,3,RT_1373,2282,1383
210,74.23987054,618.9995149,42,3,RT_1389,2282,1383
211,75.28806491,649.5394076,43,3,RT_1646,2282,1383
212,76.33625927,680.0793002,44,3,RT_1662,2282,1383
213,77.38445364,710.6191929,45,3,RT_1678,2282,1383
214,78.432648,741.1590856,46,3,RT_1694,2282,1383
215,79.48084237,771.6989783,47,3,RT_1710,2282,1383
216,80.52903673,802.238871,48,3,RT_1726,2282,1383
217,81.5772311,832.7787637,49,3,RT_1544,2282,1383
218,82.62542546,863.3186563,50,3,RT_1560,2282,1383
219,83.67361983,893.858549,51,3,RT_1576,2282,1383
220,84.72181419,924.3984417,52,3,RT_1592,2282,1383
221,85.77000856,954.9383344,53,3,RT_1608,2282,1383
222,86.81820292,985.4782271,54,3,RT_1624,2282,1383
223,87.86639729,1016.01812,55,3,RT_1546,2282,1383
224,88.91459165,1046.558012,56,3,RT_1562,2282,1383
225,89.96278602,1077.097905,57,3,RT_1578,2282,1383
226,91.01098038,1107.637798,58,3,RT_1594,2282,1383
227,92.05917474,1138.17769,59,3,RT_1610,2282,1383
228,93.10736911,1168.717583,60,3,RT_1626,2282,1383
229,94.15556347,1199.257476,61,3,RT_1548,2282,1383
230,95.20375784,1229.797369,62,3,RT_1564,2282,1383
231,96.2519522,1260.337261,63,3,RT_1580,2282,1383
232,97.30014657,1290.877154,64,3,RT_1454,2282,1383
233,98.34834093,1321.417047,65,3,RT_1470,2282,1383
234,99.3965353,1351.956939,66,3,RT_1486,2282,1383
235,100.4447297,1382.496832,67,3,RT_1502,2282,1383
236,101.492924,1413.036725,68,3,RT_1518,2282,1383
237,102.5411184,1443.576617,69,3,RT_1534,2282,1383
238,103.5893128,1474.11651,70,3,RT_1352,2282,1383
239,104.6375071,1504.656403,71,3,RT_1368,2282,1383
240,105.6857015,1535.196295,72,3,RT_1384,2282,1383
241,106.7338959,1565.736188,73,3,RT_1400,2282,1383
242,107.7820902,1596.276081,74,3,RT_1416,2282,1383
243,108.8302846,1626.815973,75,3,RT_1432,2282,1383
244,109.8784789,1657.355866,76,3,RT_1354,2282,1383
245,110.9266733,1687.895759,77,3,RT_1370,2282,1383
246,111.9748677,1718.435651,78,3,RT_1386,2282,1383
247,113.023062,1748.975544,79,3,RT_1402,2282,1383
248,114.0712564,1779.515437,80,3,RT_1418,2282,1383
249,115.1194508,1810.05533,81,3,RT_1434,2282,1383
250,116.1676451,1840.595222,82,3,RT_1356,2282,1383
251,117.2158395,1871.135115,83,3,RT_1372,2282,1383
252,118.2640339,1901.675008,84,3,RT_1388,2282,1383
253,61.57994391,-634.1336833,1,4,RT_992,2282,1383
254,62.62813827,-603.5937906,2,4,RT_976,2282,1383
255,63.67633264,-573.0538979,3,4,RT_960,2282,1383
256,64.724527,-542.5140052,4,4,RT_1641,2282,1383
257,65.77272137,-511.9741125,5,4,RT_1657,2282,1383
258,66.82091573,-481.4342199,6,4,RT_1673,2282,1383
259,67.8691101,-450.8943272,7,4,RT_1689,2282,1383
260,68.91730446,-420.3544345,8,4,RT_1705,2282,1383
261,69.96549883,-389.8145418,9,4,RT_1721,2282,1383
262,71.01369319,-359.2746491,10,4,RT_1643,2282,1383
263,72.06188755,-328.7347564,11,4,RT_1659,2282,1383
264,73.11008192,-298.1948638,12,4,RT_1675,2282,1383
265,74.15827628,-267.6549711,13,4,RT_1691,2282,1383
266,75.20647065,-237.1150784,14,4,RT_1707,2282,1383
267,76.25466501,-206.5751857,15,4,RT_1723,2282,1383
268,77.30285938,-176.035293,16,4,RT_1645,2282,1383
269,78.35105374,-145.4954004,17,4,RT_1661,2282,1383
270,79.39924811,-114.9555077,18,4,RT_1677,2282,1383
271,80.44744247,-84.41561498,19,4,RT_1693,2282,1383
272,81.49563684,-53.8757223,20,4,RT_1709,2282,1383
273,82.5438312,-23.33582962,21,4,RT_1725,2282,1383
274,83.59202557,7.204063064,22,4,RT_1184,2282,1383
275,84.64021993,37.74395575,23,4,RT_1168,2282,1383
276,85.6884143,68.28384843,24,4,RT_1152,2282,1383
277,86.73660866,98.82374111,25,4,RT_1449,2282,1383
278,87.78480303,129.3636338,26,4,RT_1465,2282,1383
279,88.83299739,159.9035265,27,4,RT_1481,2282,1383
280,89.88119176,190.4434192,28,4,RT_1497,2282,1383
281,90.92938612,220.9833118,29,4,RT_1513,2282,1383
282,91.97758049,251.5232045,30,4,RT_1529,2282,1383
283,93.02577485,282.0630972,31,4,RT_1451,2282,1383
284,94.07396922,312.6029899,32,4,RT_1467,2282,1383
285,95.12216358,343.1428826,33,4,RT_1483,2282,1383
286,96.17035795,373.6827753,34,4,RT_1499,2282,1383
287,97.21855231,404.2226679,35,4,RT_1515,2282,1383
288,98.26674668,434.7625606,36,4,RT_1531,2282,1383
289,99.31494104,465.3024533,37,4,RT_1453,2282,1383
290,100.3631354,495.842346,38,4,RT_1469,2282,1383
291,101.4113298,526.3822387,39,4,RT_1485,2282,1383
292,102.4595241,556.9221314,40,4,RT_1501,2282,1383
293,103.5077185,587.462024,41,4,RT_1517,2282,1383
294,104.5559129,618.0019167,42,4,RT_1533,2282,1383
295,105.6041072,648.5418094,43,4,RT_993,2282,1383
296,106.6523016,679.0817021,44,4,RT_977,2282,1383
297,107.700496,709.6215948,45,4,RT_961,2282,1383
298,108.7486903,740.1614875,46,4,RT_1640,2282,1383
299,109.7968847,770.7013801,47,4,RT_1656,2282,1383
300,110.8450791,801.2412728,48,4,RT_1672,2282,1383
301,111.8932734,831.7811655,49,4,RT_1688,2282,1383
302,112.9414678,862.3210582,50,4,RT_1704,2282,1383
303,113.9896621,892.8609509,51,4,RT_1720,2282,1383
304,115.0378565,923.4008435,52,4,RT_1642,2282,1383
305,116.0860509,953.9407362,53,4,RT_1658,2282,1383
306,117.1342452,984.4806289,54,4,RT_1674,2282,1383
307,118.1824396,1015.020522,55,4,RT_1690,2282,1383
308,119.230634,1045.560414,56,4,RT_1706,2282,1383
309,120.2788283,1076.100307,57,4,RT_1722,2282,1383
310,121.3270227,1106.6402,58,4,RT_1644,2282,1383
311,122.3752171,1137.180092,59,4,RT_1660,2282,1383
312,123.4234114,1167.719985,60,4,RT_1676,2282,1383
313,124.4716058,1198.259878,61,4,RT_1692,2282,1383
314,125.5198002,1228.79977,62,4,RT_1708,2282,1383
315,126.5679945,1259.339663,63,4,RT_1724,2282,1383
316,127.6161889,1289.879556,64,4,RT_1185,2282,1383
317,128.6643833,1320.419448,65,4,RT_1169,2282,1383
318,129.7125776,1350.959341,66,4,RT_1153,2282,1383
319,130.760772,1381.499234,67,4,RT_1448,2282,1383
320,131.8089663,1412.039126,68,4,RT_1464,2282,1383
321,132.8571607,1442.579019,69,4,RT_1480,2282,1383
322,133.9053551,1473.118912,70,4,RT_1496,2282,1383
323,134.9535494,1503.658805,71,4,RT_1512,2282,1383
324,136.0017438,1534.198697,72,4,RT_1528,2282,1383
325,137.0499382,1564.73859,73,4,RT_1450,2282,1383
326,138.0981325,1595.278483,74,4,RT_1466,2282,1383
327,139.1463269,1625.818375,75,4,RT_1482,2282,1383
328,140.1945213,1656.358268,76,4,RT_1498,2282,1383
329,141.2427156,1686.898161,77,4,RT_1514,2282,1383
330,142.29091,1717.438053,78,4,RT_1530,2282,1383
331,143.3391044,1747.977946,79,4,RT_1452,2282,1383
332,144.3872987,1778.517839,80,4,RT_1468,2282,1383
333,145.4354931,1809.057731,81,4,RT_1484,2282,1383
334,146.4836875,1839.597624,82,4,RT_1500,2282,1383
335,147.5318818,1870.137517,83,4,RT_1516,2282,1383
336,148.5800762,1900.677409,84,4,RT_1532,2282,1383
337,91.89598623,-635.1312814,1,5,RT_1046,2282,1383
338,92.94418059,-604.5913888,2,5,RT_1030,2282,1383
339,93.99237496,-574.0514961,3,5,RT_1014,2282,1383
340,95.04056932,-543.5116034,4,5,RT_998,2282,1383
341,96.08876369,-512.9717107,5,5,RT_982,2282,1383
342,97.13695805,-482.431818,6,5,RT_966,2282,1383
343,98.18515242,-451.8919253,7,5,RT_1044,2282,1383
344,99.23334678,-421.3520327,8,5,RT_1028,2282,1383
345,100.2815411,-390.81214,9,5,RT_1012,2282,1383
346,101.3297355,-360.2722473,10,5,RT_996,2282,1383
347,102.3779299,-329.7323546,11,5,RT_980,2282,1383
348,103.4261242,-299.1924619,12,5,RT_964,2282,1383
349,104.4743186,-268.6525692,13,5,RT_1042,2282,1383
350,105.522513,-238.1126766,14,5,RT_1026,2282,1383
351,106.5707073,-207.5727839,15,5,RT_1010,2282,1383
352,107.6189017,-177.0328912,16,5,RT_994,2282,1383
353,108.6670961,-146.4929985,17,5,RT_978,2282,1383
354,109.7152904,-115.9531058,18,5,RT_962,2282,1383
355,110.7634848,-85.41321315,19,5,RT_1040,2282,1383
356,111.8116792,-54.87332046,20,5,RT_1024,2282,1383
357,112.8598735,-24.33342778,21,5,RT_1008,2282,1383
358,113.9080679,6.206464902,22,5,RT_1238,2282,1383
359,114.9562623,36.74635759,23,5,RT_1222,2282,1383
360,116.0044566,67.28625027,24,5,RT_1206,2282,1383
361,117.052651,97.82614295,25,5,RT_1190,2282,1383
362,118.1008453,128.3660356,26,5,RT_1174,2282,1383
363,119.1490397,158.9059283,27,5,RT_1158,2282,1383
364,120.1972341,189.445821,28,5,RT_1236,2282,1383
365,121.2454284,219.9857137,29,5,RT_1220,2282,1383
366,122.2936228,250.5256064,30,5,RT_1204,2282,1383
367,123.3418172,281.065499,31,5,RT_1188,2282,1383
368,124.3900115,311.6053917,32,5,RT_1172,2282,1383
369,125.4382059,342.1452844,33,5,RT_1156,2282,1383
370,126.4864003,372.6851771,34,5,RT_1234,2282,1383
371,127.5345946,403.2250698,35,5,RT_1218,2282,1383
372,128.582789,433.7649625,36,5,RT_1202,2282,1383
373,129.6309834,464.3048551,37,5,RT_1186,2282,1383
374,130.6791777,494.8447478,38,5,RT_1170,2282,1383
375,131.7273721,525.3846405,39,5,RT_1154,2282,1383
376,132.7755665,555.9245332,40,5,RT_1232,2282,1383
377,133.8237608,586.4644259,41,5,RT_1216,2282,1383
378,134.8719552,617.0043186,42,5,RT_1200,2282,1383
379,135.9201495,647.5442112,43,5,RT_1047,2282,1383
380,136.9683439,678.0841039,44,5,RT_1031,2282,1383
381,138.0165383,708.6239966,45,5,RT_1015,2282,1383
382,139.0647326,739.1638893,46,5,RT_999,2282,1383
383,140.112927,769.703782,47,5,RT_983,2282,1383
384,141.1611214,800.2436747,48,5,RT_967,2282,1383
385,142.2093157,830.7835673,49,5,RT_1045,2282,1383
386,143.2575101,861.32346,50,5,RT_1029,2282,1383
387,144.3057045,891.8633527,51,5,RT_1013,2282,1383
388,145.3538988,922.4032454,52,5,RT_997,2282,1383
389,146.4020932,952.9431381,53,5,RT_981,2282,1383
390,147.4502876,983.4830308,54,5,RT_965,2282,1383
391,148.4984819,1014.022923,55,5,RT_1043,2282,1383
392,149.5466763,1044.562816,56,5,RT_1027,2282,1383
393,150.5948707,1075.102709,57,5,RT_1011,2282,1383
394,151.643065,1105.642601,58,5,RT_995,2282,1383
395,152.6912594,1136.182494,59,5,RT_979,2282,1383
396,153.7394538,1166.722387,60,5,RT_963,2282,1383
397,154.7876481,1197.26228,61,5,RT_1041,2282,1383
398,155.8358425,1227.802172,62,5,RT_1025,2282,1383
399,156.8840368,1258.342065,63,5,RT_1009,2282,1383
400,157.9322312,1288.881958,64,5,RT_1239,2282,1383
401,158.9804256,1319.42185,65,5,RT_1223,2282,1383
402,160.0286199,1349.961743,66,5,RT_1207,2282,1383
403,161.0768143,1380.501636,67,5,RT_1191,2282,1383
404,162.1250087,1411.041528,68,5,RT_1175,2282,1383
405,163.173203,1441.581421,69,5,RT_1159,2282,1383
406,164.2213974,1472.121314,70,5,RT_1237,2282,1383
407,165.2695918,1502.661206,71,5,RT_1221,2282,1383
408,166.3177861,1533.201099,72,5,RT_1205,2282,1383
409,167.3659805,1563.740992,73,5,RT_1189,2282,1383
410,168.4141749,1594.280884,74,5,RT_1173,2282,1383
411,169.4623692,1624.820777,75,5,RT_1157,2282,1383
412,170.5105636,1655.36067,76,5,RT_1235,2282,1383
413,171.558758,1685.900562,77,5,RT_1219,2282,1383
414,172.6069523,1716.440455,78,5,RT_1203,2282,1383
415,173.6551467,1746.980348,79,5,RT_1187,2282,1383
416,174.703341,1777.520241,80,5,RT_1171,2282,1383
417,175.7515354,1808.060133,81,5,RT_1155,2282,1383
418,176.7997298,1838.600026,82,5,RT_1233,2282,1383
419,177.8479241,1869.139919,83,5,RT_1217,2282,1383
420,178.8961185,1899.679811,84,5,RT_1201,2282,1383
421,122.2120285,-636.1288796,1,6,RT_1017,2282,1383
422,123.2602229,-605.5889869,2,6,RT_1033,2282,1383
423,124.3084173,-575.0490942,3,6,RT_1049,2282,1383
424,125.3566116,-544.5092015,4,6,RT_971,2282,1383
425,126.404806,-513.9693089,5,6,RT_987,2282,1383
426,127.4530004,-483.4294162,6,6,RT_1003,2282,1383
427,128.5011947,-452.8895235,7,6,RT_1019,2282,1383
428,129.5493891,-422.3496308,8,6,RT_1035,2282,1383
429,130.5975835,-391.8097381,9,6,RT_1051,2282,1383
430,131.6457778,-361.2698455,10,6,RT_973,2282,1383
431,132.6939722,-330.7299528,11,6,RT_989,2282,1383
432,133.7421666,-300.1900601,12,6,RT_1005,2282,1383
433,134.7903609,-269.6501674,13,6,RT_1021,2282,1383
434,135.8385553,-239.1102747,14,6,RT_1037,2282,1383
435,136.8867497,-208.570382,15,6,RT_1053,2282,1383
436,137.934944,-178.0304894,16,6,RT_975,2282,1383
437,138.9831384,-147.4905967,17,6,RT_991,2282,1383
438,140.0313328,-116.950704,18,6,RT_1007,2282,1383
439,141.0795271,-86.41081131,19,6,RT_1023,2282,1383
440,142.1277215,-55.87091862,20,6,RT_1039,2282,1383
441,143.1759158,-25.33102594,21,6,RT_1055,2282,1383
442,144.2241102,5.208866741,22,6,RT_1209,2282,1383
443,145.2723046,35.74875942,23,6,RT_1225,2282,1383
444,146.3204989,66.28865211,24,6,RT_1241,2282,1383
445,147.3686933,96.82854479,25,6,RT_1163,2282,1383
446,148.4168877,127.3684375,26,6,RT_1179,2282,1383
447,149.465082,157.9083302,27,6,RT_1195,2282,1383
448,150.5132764,188.4482228,28,6,RT_1211,2282,1383
449,151.5614708,218.9881155,29,6,RT_1227,2282,1383
450,152.6096651,249.5280082,30,6,RT_1243,2282,1383
451,153.6578595,280.0679009,31,6,RT_1165,2282,1383
452,154.7060539,310.6077936,32,6,RT_1181,2282,1383
453,155.7542482,341.1476863,33,6,RT_1197,2282,1383
454,156.8024426,371.6875789,34,6,RT_1213,2282,1383
455,157.850637,402.2274716,35,6,RT_1229,2282,1383
456,158.8988313,432.7673643,36,6,RT_1245,2282,1383
457,159.9470257,463.307257,37,6,RT_1167,2282,1383
458,160.99522,493.8471497,38,6,RT_1183,2282,1383
459,162.0434144,524.3870423,39,6,RT_1199,2282,1383
460,163.0916088,554.926935,40,6,RT_1215,2282,1383
461,164.1398031,585.4668277,41,6,RT_1231,2282,1383
462,165.1879975,616.0067204,42,6,RT_1247,2282,1383
463,166.2361919,646.5466131,43,6,RT_1016,2282,1383
